10.0.2.3;10.0.2.15;1;aax-eu.amazon-adsystem.com;aax-eu.amazon-adsystem.com;52.94.216.48;AD
10.0.2.3;10.0.2.15;1;aax-eu.amazon-adsystem.com;aax-eu.amazon-adsystem.com;52.94.216.48;AD
10.0.2.3;10.0.2.15;1;aax-eu.amazon-adsystem.com;aax-eu.amazon-adsystem.com;52.94.216.48;AD
10.0.2.3;10.0.2.15;1;aax-eu.amazon-adsystem.com;aax-eu.amazon-adsystem.com;52.94.216.48;AD
10.0.2.3;10.0.2.15;1;accuweather.brightspotcdn.com;d2hv6dpzsryqc1.cloudfront.net;13.32.99.21;
10.0.2.3;10.0.2.15;1;accuweather.brightspotcdn.com;d2hv6dpzsryqc1.cloudfront.net;13.32.99.246;
10.0.2.3;10.0.2.15;1;accuweather.brightspotcdn.com;d2hv6dpzsryqc1.cloudfront.net;13.32.99.134;
10.0.2.3;10.0.2.15;1;accuweather.brightspotcdn.com;d2hv6dpzsryqc1.cloudfront.net;13.32.99.17;
10.0.2.3;10.0.2.15;1;ads.yahoo.com;fo-fd-world-new.yax.gysm.yahoodns.net;212.82.100.172;AD
10.0.2.3;10.0.2.15;1;ads.yahoo.com;fo-fd-world-new.yax.gysm.yahoodns.net;212.82.100.180;AD
10.0.2.3;10.0.2.15;1;android.clients.google.com;android.l.google.com;172.217.23.206;
10.0.2.3;10.0.2.15;1;android.clients.google.com;android.l.google.com;216.58.201.110;
10.0.2.3;10.0.2.15;1;android.clients.google.com;android.l.google.com;216.58.201.78;
10.0.2.3;10.0.2.15;1;android.clients.google.com;android.l.google.com;172.217.23.238;
10.0.2.3;10.0.2.15;1;android.googleapis.com;android.googleapis.com;216.58.201.74;
10.0.2.3;10.0.2.15;1;android.googleapis.com;android.googleapis.com;216.58.201.74;
10.0.2.3;10.0.2.15;1;api.accuweather.com;e10414.g.akamaiedge.net;184.51.9.204;
10.0.2.3;10.0.2.15;1;api.accuweather.com;e10414.g.akamaiedge.net;184.51.9.204;
10.0.2.3;10.0.2.15;1;api.accuweather.com;e10414.g.akamaiedge.net;184.51.9.204;
10.0.2.3;10.0.2.15;1;api.accuweather.com;e10414.g.akamaiedge.net;184.51.9.204;
10.0.2.3;10.0.2.15;1;api.accuweather.com;e10414.g.akamaiedge.net;184.51.9.204;
10.0.2.3;10.0.2.15;1;api.mapbox.com;api.mapbox.com;13.32.113.223;
10.0.2.3;10.0.2.15;1;api.mapbox.com;api.mapbox.com;13.32.113.223;
10.0.2.3;10.0.2.15;1;app.adjust.com;app.adjust.com;185.151.204.8;AD
10.0.2.3;10.0.2.15;1;app.adjust.com;app.adjust.com;185.151.204.13;AD
10.0.2.3;10.0.2.15;1;app.adjust.com;app.adjust.com;185.151.204.11;AD
10.0.2.3;10.0.2.15;1;app.adjust.com;app.adjust.com;185.151.204.7;AD
10.0.2.3;10.0.2.15;1;cm.g.doubleclick.net;pagead.l.doubleclick.net;216.58.201.66;AD
