JA3 hash;SrcIP;DstIP;OrgName;SNI;JA3S hash;Filename
73f6df94bdc932425a876de76b538388;147.229.14.216;77.93.203.180;;main.crws.cz;0af4105ec22f8e4f02610cf2775dec42;../example/output//navlak-data-tlss.csv
