SrcIP;DstIP;SrcPort;DstPort;OrgName;SNI;Hostname;AD flag;Version;Client CipherSuite;Client Extensions;Client SG;CEC_fmt;JA3hash;Server CipherSuite;Server Extensions;Server SG;SEC_fmt;JA3S hash
10.0.2.15;216.58.201.78;58455;443;not resolved;app-measurement.com;android.clients.google.com;;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49199;23-11-35-16;;0;182b31efa088c7665b13d7d04d80fef0
10.0.2.15;216.58.201.97;40748;443;not resolved;tpc.googlesyndication.com;tpc.googlesyndication.com;AD;771;49195-49199-49196-49200-52393-52392-49171-49172-156-157-47-53-10;0-23-35-13-5-18-16-11-10-27;0x00002a2a,0x0000001d,0x00000017,0x00000018;0;d5dcde95b8fa38b5062a128f7eff0737;49199;23-11-35-16;;0;182b31efa088c7665b13d7d04d80fef0
10.0.2.15;216.58.201.97;40749;443;not resolved;tpc.googlesyndication.com;tpc.googlesyndication.com;AD;771;49195-49199-49196-49200-52393-52392-49171-49172-156-157-47-53-10;0-23-35-13-5-18-16-11-10-27;0x0000aaaa,0x0000001d,0x00000017,0x00000018;0;d5dcde95b8fa38b5062a128f7eff0737;49199;23-11-35-16;;0;182b31efa088c7665b13d7d04d80fef0
10.0.2.15;216.58.201.97;40750;443;not resolved;tpc.googlesyndication.com;tpc.googlesyndication.com;AD;771;49195-49199-49196-49200-52393-52392-49171-49172-156-157-47-53-10;0-23-35-13-5-18-16-11-10-27;0x00002a2a,0x0000001d,0x00000017,0x00000018;0;d5dcde95b8fa38b5062a128f7eff0737;49199;23-11-35-16;;0;182b31efa088c7665b13d7d04d80fef0
10.0.2.15;216.58.201.97;40751;443;not resolved;tpc.googlesyndication.com;tpc.googlesyndication.com;AD;771;49195-49199-49196-49200-52393-52392-49171-49172-156-157-47-53-10;0-23-35-13-5-18-16-11-10-27;0x00005a5a,0x0000001d,0x00000017,0x00000018;0;d5dcde95b8fa38b5062a128f7eff0737;49199;23-11-35-16;;0;182b31efa088c7665b13d7d04d80fef0
10.0.2.15;216.58.201.98;37172;443;not resolved;googleads4.g.doubleclick.net;cm.g.doubleclick.net;AD;771;49195-49199-49196-49200-52393-52392-49171-49172-156-157-47-53-10;0-23-35-13-5-18-16-11-10-27;0x00008a8a,0x0000001d,0x00000017,0x00000018;0;d5dcde95b8fa38b5062a128f7eff0737;49195;23-11-35-16;;0;3589acf0c85c607d87bcab1a7e1c7ca3
10.0.2.15;23.38.81.66;56263;443;not resolved;vortex.accuweather.com;vortex.accuweather.com;;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49200;0-11-35-5-16;;0,1,2;4e3362a4d6bdc0739bcf48fe32243a69
10.0.2.15;34.225.140.34;39706;443;not resolved;nativesdks.mparticle.com;nativesdks.mparticle.com;AD;771;49195-49196-52393-49199-49200-52392-158-159-49161-49162-49171-49172-51-57-156-157-47-53;0-23-35-13-16-11-10;0x00000017;0;1d9c09ee8595b0a1e34ac5c212c0448a;49199;11-35-16;;0,1,2;20c4fa904f1b77fd5e65084838cdfb5a
10.0.2.15;34.255.249.48;58644;443;not resolved;t.appsflyer.com;t.appsflyer.com;AD;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49199;11;;0,1,2;70745099b394fe3f42264227c098cc98
10.0.2.15;35.190.53.75;60146;443;not resolved;combine.urbanairship.com;combine.urbanairship.com;AD;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49195;23-11-35-16;;0;3589acf0c85c607d87bcab1a7e1c7ca3
10.0.2.15;35.201.74.116;42154;443;not resolved;remote-data.urbanairship.com;remote-data.urbanairship.com;AD;771;49195-49196-52393-49199-49200-52392-158-159-49161-49162-49171-49172-51-57-156-157-47-53;0-23-35-13-16-11-10;0x00000017;0;1d9c09ee8595b0a1e34ac5c212c0448a;49195;23-11-35-16;;0;3589acf0c85c607d87bcab1a7e1c7ca3
10.0.2.15;35.244.184.98;49060;443;not resolved;device-api.urbanairship.com;device-api.urbanairship.com;AD;771;49195-49196-52393-49199-49200-52392-158-159-49161-49162-49171-49172-51-57-156-157-47-53;0-23-35-13-16-11-10;0x00000017;0;1d9c09ee8595b0a1e34ac5c212c0448a;49195;23-11-35-16;;0;3589acf0c85c607d87bcab1a7e1c7ca3
10.0.2.15;35.244.184.98;49063;443;not resolved;device-api.urbanairship.com;device-api.urbanairship.com;AD;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49195;23-11-35-16;;0;3589acf0c85c607d87bcab1a7e1c7ca3
10.0.2.15;35.244.184.98;49065;443;not resolved;device-api.urbanairship.com;device-api.urbanairship.com;AD;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49195;23-11-16;;0;3e22c1e49e52f88fc45c8cbd6b8e1f37
10.0.2.15;35.244.184.98;49113;443;not resolved;device-api.urbanairship.com;device-api.urbanairship.com;AD;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49195;23-11-35-16;;0;3589acf0c85c607d87bcab1a7e1c7ca3
10.0.2.15;50.19.232.199;33693;443;not resolved;settings.crashlytics.com;settings.crashlytics.com;AD;771;49195-49196-52393-49199-49200-52392-158-159-49161-49162-49171-49172-51-57-156-157-47-53;0-23-35-13-16-11-10;0x00000017;0;1d9c09ee8595b0a1e34ac5c212c0448a;49199;11;;0,1,2;70745099b394fe3f42264227c098cc98
10.0.2.15;52.17.133.69;37394;443;not resolved;events.appsflyer.com;events.appsflyer.com;AD;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49199;11;;0,1,2;70745099b394fe3f42264227c098cc98
10.0.2.15;52.17.133.69;37430;443;not resolved;events.appsflyer.com;events.appsflyer.com;AD;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49199;11;;0,1,2;70745099b394fe3f42264227c098cc98
10.0.2.15;52.17.174.36;56267;443;not resolved;events.appsflyer.com;events.appsflyer.com;AD;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49199;11;;0,1,2;70745099b394fe3f42264227c098cc98
10.0.2.15;52.17.174.36;56277;443;not resolved;events.appsflyer.com;events.appsflyer.com;AD;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49199;11;;0,1,2;70745099b394fe3f42264227c098cc98
10.0.2.15;52.214.159.92;60845;443;not resolved;events.appsflyer.com;events.appsflyer.com;AD;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49199;11;;0,1,2;70745099b394fe3f42264227c098cc98
10.0.2.15;52.3.95.246;52929;443;not resolved;cms.accuweather.com;cms.accuweather.com;;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49199;11;;0,1,2;70745099b394fe3f42264227c098cc98
10.0.2.15;52.49.94.193;43656;443;not resolved;api.appsflyer.com;api.appsflyer.com;AD;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49199;11;;0,1,2;70745099b394fe3f42264227c098cc98
10.0.2.15;52.94.216.48;37243;443;not resolved;aax-eu.amazon-adsystem.com;aax-eu.amazon-adsystem.com;AD;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49199;11-35-5-16;;0,1,2;03032be98e68a3e10c63642567e4f55a
10.0.2.15;52.94.216.48;37286;443;not resolved;aax-eu.amazon-adsystem.com;aax-eu.amazon-adsystem.com;AD;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49199;11-35-5-16;;0,1,2;03032be98e68a3e10c63642567e4f55a
10.0.2.15;52.94.216.48;37303;443;not resolved;aax-eu.amazon-adsystem.com;aax-eu.amazon-adsystem.com;AD;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49199;11-35-5-16;;0,1,2;03032be98e68a3e10c63642567e4f55a
10.0.2.15;52.94.216.48;37311;443;not resolved;aax-eu.amazon-adsystem.com;aax-eu.amazon-adsystem.com;AD;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49199;11-35-5-16;;0,1,2;03032be98e68a3e10c63642567e4f55a
10.0.2.15;52.94.216.48;37322;443;not resolved;aax-eu.amazon-adsystem.com;aax-eu.amazon-adsystem.com;AD;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49199;11-35-5-16;;0,1,2;03032be98e68a3e10c63642567e4f55a
10.0.2.15;52.94.216.48;37325;443;not resolved;aax-eu.amazon-adsystem.com;aax-eu.amazon-adsystem.com;AD;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49199;11-35-5-16;;0,1,2;03032be98e68a3e10c63642567e4f55a
10.0.2.15;52.94.224.25;45693;443;not resolved;mads.amazon-adsystem.com;mads.amazon-adsystem.com;AD;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49199;11-5-16;;0,1,2;7a9a39b609e16d0f177b5e7329f51e74
10.0.2.15;54.72.196.207;57845;443;not resolved;api.appsflyer.com;api.appsflyer.com;AD;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49199;11;;0,1,2;70745099b394fe3f42264227c098cc98
10.0.2.15;54.77.210.188;53813;443;not resolved;events.appsflyer.com;events.appsflyer.com;AD;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49199;11;;0,1,2;70745099b394fe3f42264227c098cc98
10.0.2.15;99.86.243.62;35808;443;not resolved;accuweather.brightspotcdn.com;accuweather.brightspotcdn.com;;771;49195-49196-52393-49199-49200-52392-49161-49162-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;193c522402283ed9e84b8bb38137829f;49199;0-11-35-16;;0,1,2;b63e0ce737c366a59bca6a201d4851ef
10.0.2.15;99.86.244.43;41257;443;not resolved;api.mapbox.com;api.mapbox.com;;771;49195-49196-52393-49199-49200-52392-49171-49172-156-157-47-53;0-23-10-11-35-16-5-13;0x0000001d,0x00000017,0x00000018;0;0529055d554c9da011b745452211c296;49199;0-11-35-5-16;;0,1,2;0dd6cbec8e8bbaa06efa39ff853972dd
