10.0.2.3;10.0.2.15;1;android.googleapis.com;android.googleapis.com;216.58.201.74;
10.0.2.3;10.0.2.15;1;app.adjust.com;app.adjust.com;185.151.204.8;AD
10.0.2.3;10.0.2.15;1;app.adjust.com;app.adjust.com;185.151.204.13;AD
10.0.2.3;10.0.2.15;1;app.adjust.com;app.adjust.com;185.151.204.11;AD
10.0.2.3;10.0.2.15;1;app.adjust.com;app.adjust.com;185.151.204.7;AD
10.0.2.3;10.0.2.15;1;content.cdn.viber.com;d2jlvwphuziop7.cloudfront.net;13.32.99.117;
10.0.2.3;10.0.2.15;1;content.cdn.viber.com;d2jlvwphuziop7.cloudfront.net;13.32.99.174;
10.0.2.3;10.0.2.15;1;content.cdn.viber.com;d2jlvwphuziop7.cloudfront.net;13.32.99.104;
10.0.2.3;10.0.2.15;1;content.cdn.viber.com;d2jlvwphuziop7.cloudfront.net;13.32.99.165;
10.0.2.3;10.0.2.15;1;venetia.iad.appboy.com;m.ssl.fastly.net;151.101.112.233;AD
10.0.2.3;10.0.2.15;28;android.googleapis.com;android.googleapis.com;2a00:1450:4014:80d::200a;
